,price,Number of Gears,Assembled,Engine CC,Direct Injection,Aspiration,Wheel Base (mm),Front Thread,Fuel Tank (litres),Rear Brakes,vehicle_age,volume,specific_power,brand_tier
1663,50900.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2530.0,1476.0,40.0,Drums,9,10210449480.0,82.30904302019314,B
1664,64800.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2600.0,1492.0,40.0,Drums,4,11114052796.0,82.15801725318362,B
1665,79000.0,6,Official Import,1799,Direct Injection,Turbocharged,2670.0,1562.0,60.0,Discs,4,14016645566.0,79.60199004975124,D
1666,27700.0,4,Locally Built,998,Multi-Point Injected,Aspirated,2455.0,1410.0,33.0,Discs,8,8904168000.0,58.8235294117647,D
1667,124400.0,4,Locally Built,1498,Direct Injection,Turbocharged,2700.0,1547.0,47.0,Discs,3,11840240832.0,98.25302710193326,B
1668,18400.0,4,Locally Built,1490,Multi-Point Injected,Aspirated,2390.0,1470.0,43.0,Drums,14,9429270500.0,71.10673049845114,D
1669,35400.0,4,Locally Built,998,Multi-Point Injected,Aspirated,2455.0,1410.0,33.0,Drums,5,8904168000.0,59.70149253731343,D
1670,38900.0,4,Locally Built,1498,Multi-Point Injected,Aspirated,2600.0,1410.0,41.0,Drums,7,11250562500.0,72.84153395700922,C
1671,32400.0,4,Locally Built,1298,Multi-Point Injected,Aspirated,2440.0,1410.0,40.0,Drums,7,9658914750.0,70.74004975124377,D
1672,89800.0,8,Locally Built,1499,Direct Injection,Turbo intercooled,2810.0,1544.0,60.0,Discs,7,11989828727.0,68.80849987351378,A
1673,105800.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2810.0,1544.0,60.0,Ventilated discs,7,11989828727.0,91.2381613527049,A
1674,69800.0,8,Locally Built,1969,Direct Injection,Turbo intercooled,2774.0,1632.0,70.0,Discs,8,15043230252.0,103.57909449408476,S
1675,51800.0,6,Official Import,2198,Direct Injection,Turbo intercooled,3220.0,1560.0,80.0,Drums,8,17994182250.0,55.691690799732676,B
1676,23800.0,7,Locally Built,1561,Multi-Point Injected,Turbocharged,2650.0,1542.0,50.0,Discs,9,12346375104.0,74.8943454769165,D
1677,45800.0,7,Locally Built,1997,Multi-Point Injected,Aspirated,2775.0,1585.0,65.0,Discs,8,13275231750.0,69.70641298999507,C
1678,35800.0,5,Parallel Import,2354,Multi-Point Injected,Aspirated,2900.0,1590.0,70.0,Discs,18,16248546000.0,65.60603575528948,B
1679,49800.0,5,Locally Built,1497,Multi-Point Injected,Aspirated,2530.0,1476.0,40.0,Drums,8,10210449480.0,82.30904302019314,B
1680,23800.0,6,Locally Built,1598,Direct Injection,Twin-scroll turbo,2817.0,1576.0,72.0,Discs,10,14428750336.0,108.37357330992097,C
1681,55800.0,7,Official Import,1984,Direct Injection,Turbo intercooled,2603.0,1571.0,72.0,Discs,9,12903476400.0,116.6044776119403,A
1682,39800.0,7,Locally Built,2994,Multi-Point Injected,Aspirated,2711.0653876272513,1571.0,72.0,Discs,17,12583359973.558815,106.31584723441615,B
1683,94800.0,7,Locally Built,1995,Multi-Point Injected,Aspirated,2711.0653876272513,1571.0,72.0,Discs,8,12583359973.558815,106.31584723441615,A
1684,61800.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2810.0,1616.0,67.0,Ventilated discs,9,14644337400.0,76.49773417037375,A
1685,123800.0,7,Locally Built,1991,Direct Injection,Turbo intercooled,2840.0,1616.0,66.0,Discs,7,12230553720.0,93.72930568998012,A
1686,60800.0,6,Official Import,2198,Direct Injection,Turbo intercooled,3220.0,1560.0,80.0,Drums,7,18101575800.0,59.40447018638152,B
1687,81800.0,6,Parallel Import,3456,Multi-Point Injected,Aspirated,2950.0,1580.0,65.0,Discs,14,16774695000.0,106.60980810234541,B
1688,26800.0,6,Locally Built,2362,Multi-Point Injected,Aspirated,2711.0653876272513,1580.0,65.0,Discs,15,12583359973.558815,59.01614377094121,B
1689,29800.0,7,Official Import,1798,Direct Injection,Turbo supercharged intercooled,2712.0,1552.0,70.0,Discs,10,12758982600.0,78.70994401755232,B
1690,45800.0,7,Locally Built,1997,Multi-Point Injected,Aspirated,2775.0,1585.0,65.0,Discs,8,13275231750.0,69.70641298999507,C
1691,49800.0,6,Locally Built,1598,Multi-Point Injected,Aspirated,2456.0,1463.0,45.0,Discs,3,9702465620.0,76.8217734855136,B
1692,92800.0,6,Locally Built,1998,Multi-Point Injected,Aspirated,2711.0653876272513,1463.0,45.0,Discs,5,12583359973.558815,113.40357038337723,A
1693,113800.0,7,Parallel Import,1986,Multi-Point Injected,Aspirated,2660.0,1560.0,60.0,Discs,8,14637428000.0,69.99165662371372,B
1694,170800.0,7,Parallel Import,2493,Multi-Point Injected,Aspirated,3000.0,1600.0,60.0,Discs,7,17094370000.0,68.2517062926573,B
1695,117800.0,7,Locally Built,2362,Multi-Point Injected,Aspirated,2711.0653876272513,1600.0,60.0,Discs,9,12583359973.558815,58.12645316132903,B
1696,378800.0,1,Official Import,1799,Multi-Point Injected,Aspirated,3000.0,1679.0,60.0,Ventilated discs,1,16513623945.0,102.86832223659714,A
1697,308800.0,9,Locally Built,1991,Direct Injection,Turbo intercooled,2873.0,1621.0,60.0,Ventilated discs,3,14354285400.0,81.4111261872456,A
1698,299900.0,7,Official Import,3604,Direct Injection,Twin Turbo intercooled,2807.0,1621.0,75.0,Ventilated discs,7,14674751448.0,155.06881178522968,S
1699,79900.0,7,Locally Built,1799,Direct Injection,Turbocharged,2670.0,1562.0,60.0,Discs,2,14016645566.0,82.7189354432656,D
1700,99900.0,6,Locally Built,1998,Direct Injection,Aspirated,2700.0,1562.0,56.0,Discs,5,14023100000.0,78.32972541870798,B
1701,62700.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2810.0,1543.0,60.0,Ventilated discs,9,11966537456.0,91.84845005740527,A
1702,86300.0,10,Official Import,1996,Direct Injection,Twin Turbo intercooled,3220.0,1560.0,80.0,Drums,3,18650681280.0,73.72691274610251,B
1703,127900.0,7,Official Import,2362,Multi-Point Injected,Aspirated,2950.0,1560.0,65.0,Discs,8,16977550500.0,64.0735715362581,B
1704,101900.0,5,Locally Built,2356,Multi-Point Injected,Aspirated,2775.0,1585.0,65.0,Discs,5,13375083750.0,84.40226980115398,B
1705,208900.0,9,Locally Built,1991,Direct Injection,Turbo intercooled,2840.0,1585.0,66.0,Discs,2,12230553720.0,103.91727369976059,A
1706,203900.0,9,Parallel Import,2493,Multi-Point Injected,Aspirated,3000.0,1575.0,66.0,Ventilated discs,4,17719762500.0,68.59641187999397,B
1707,115900.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1555.0,66.0,Ventilated discs,10,17077960000.0,67.12469399036563,B
1708,115900.0,7,Locally Built,1991,Direct Injection,Turbo intercooled,2840.0,1555.0,66.0,Discs,7,12230553720.0,93.72930568998012,A
1709,18800.0,4,Locally Built,1598,Multi-Point Injected,Aspirated,2538.0,1475.0,50.0,Discs,8,10059280280.0,62.14660485966074,C
1710,18800.0,6,Official Import,1598,Direct Injection,Twin-scroll turbo,2727.0,1532.0,60.0,Discs,12,15715856520.0,78.95675207579848,C
1711,36800.0,5,Official Import,2488,Multi-Point Injected,Aspirated,2725.0,1550.0,64.0,Discs,11,12290724000.0,86.59772808313382,B
1712,245000.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2975.0,1550.0,68.0,Ventilated discs,3,13637042592.0,116.4456355990943,A
1714,68999.0,5,Official Import,2477,Direct Injection,Turbo intercooled,3000.0,1520.0,75.0,Drums,7,17058096000.0,71.8031464300121,B
1715,215000.0,9,Parallel Import,1991,Direct Injection,Turbocharged,2939.0,1520.0,66.0,Ventilated discs,5,13384337328.0,98.1075928767378,A
1716,40788.0,7,Official Import,1984,Direct Injection,Turbo intercooled,2807.0,1617.0,75.0,Ventilated discs,12,14385265560.0,90.49579687768056,A
1717,47999.0,6,Official Import,2198,Direct Injection,Turbo intercooled,3220.0,1560.0,80.0,Drums,10,17994182250.0,55.691690799732676,B
1718,26000.0,4,Locally Built,998,Multi-Point Injected,Aspirated,2455.0,1410.0,33.0,Drums,5,8904168000.0,59.70149253731343,D
1719,26000.0,5,Locally Built,998,Multi-Point Injected,Aspirated,2455.0,1410.0,33.0,Drums,5,8904168000.0,61.14008271893544,D
1720,72800.0,5,Locally Built,1799,Multi-Point Injected,Aspirated,2610.0,1535.0,50.0,Discs,7,12212393640.0,85.4414875183729,B
1721,718000.0,7,Parallel Import,3800,Direct Injection,Twin Turbo intercooled,2450.0,1542.0,68.0,Ventilated discs,10,10978778880.0,260.38034128423305,S
1722,229000.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,3210.0,1618.0,78.0,Ventilated discs,4,14734797804.0,95.55201659197807,A
1723,38800.0,8,Locally Built,1597,Multi-Point Injected,Aspirated,2555.0,1618.0,40.0,Drums,4,11739559356.0,69.22832645284218,D
1724,106800.0,7,Official Import,1595,Direct Injection,Turbo intercooled,2699.0,1569.0,50.0,Discs,8,11904592392.0,81.12746372666284,A
1725,40000.0,5,Locally Built,1799,Multi-Point Injected,Aspirated,2700.0,1499.0,50.0,Discs,13,11433649500.0,84.25613866153105,B
1726,55800.0,8,Official Import,4608,Direct Injection,Aspirated,3090.0,1615.0,84.0,Ventilated discs,13,14228812500.0,136.36851712659723,A
1727,49800.0,6,Official Import,2198,Direct Injection,Turbo intercooled,3220.0,1560.0,80.0,Drums,9,17994182250.0,55.691690799732676,B
1728,40000.0,5,Locally Built,1998,Multi-Point Injected,Aspirated,2700.0,1500.0,50.0,Discs,13,11175062500.0,87.963225696612,B
1729,278900.0,9,Parallel Import,2996,Direct Injection,Twin Turbo intercooled,2915.0,1658.0,93.0,Ventilated discs,7,16684990000.0,123.36963829501144,A
1730,47900.0,5,Locally Built,1997,Multi-Point Injected,Aspirated,2800.0,1658.0,70.0,Discs,7,13604153625.0,77.09795393891469,D
1731,173400.0,9,Locally Built,1991,Direct Injection,Turbo intercooled,2873.0,1621.0,66.0,Ventilated discs,4,14422937760.0,80.0034410082154,A
1732,419900.0,9,Locally Built,2996,Direct Injection,Twin Turbo intercooled,2873.0,1613.0,66.0,Ventilated discs,2,14369452650.0,167.7491505010968,A
1733,227900.0,9,Locally Built,1991,Direct Injection,Turbocharged,2939.0,1613.0,66.0,Ventilated discs,5,13384337328.0,113.91639931185196,A
1734,208900.0,9,Locally Built,1991,Direct Injection,Turbo intercooled,2840.0,1613.0,66.0,Discs,3,12230553720.0,103.91727369976059,A
1735,242900.0,7,Official Import,2997,Direct Injection,Twin Turbo intercooled,2807.0,1613.0,65.0,Discs,6,14540198328.0,136.37396772482762,S
1736,319900.0,7,Official Import,3604,Direct Injection,Twin Turbo intercooled,2807.0,1613.0,75.0,Ventilated discs,7,14674751448.0,155.06881178522968,S
1737,95900.0,6,Official Import,1898,Direct Injection,Turbo intercooled,3125.0,1613.0,76.0,Drums,1,17574306750.0,58.454463972565364,C
1738,107900.0,7,Official Import,2362,Multi-Point Injected,Aspirated,2950.0,1613.0,65.0,Discs,8,16977550500.0,64.0735715362581,B
1739,141800.0,7,Parallel Import,1595,Direct Injection,Turbo intercooled,2699.0,1549.0,50.0,Discs,7,11856712640.0,67.19171669328634,A
1740,169800.0,9,Official Import,1991,Direct Injection,Turbo intercooled,2840.0,1563.0,50.0,Discs,6,11950658940.0,94.57218412442293,A
1741,123800.0,8,Official Import,2979,Direct Injection,Twin-scroll turbo,2968.0,1600.0,70.0,Ventilated discs,13,13340172960.0,128.65251208745008,A
1742,21900.0,6,Official Import,1999,Direct Injection,Aspirated,2648.0,1600.0,55.0,Discs,10,12123843456.0,99.89422963920553,B
1744,82900.0,8,Official Import,2995,Direct Injection,Supercharged intercooled,3122.0,1622.0,90.0,Ventilated discs,11,15092630636.0,170.40780350217415,A
1745,28900.0,6,Official Import,1999,Direct Injection,Turbo intercooled,2850.0,1589.0,70.0,Discs,10,15014839440.0,106.41897909022904,B
1747,45800.0,5,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1475.0,42.0,Discs,9,11000634750.0,77.20020586721564,B
1748,60800.0,5,Locally Built,1497,Multi-Point Injected,Aspirated,2530.0,1492.0,40.0,Drums,6,10210449480.0,82.84203404807599,B
1749,208800.0,5,Parallel Import,2493,Multi-Point Injected,Aspirated,3000.0,1575.0,40.0,Drums,7,17163930000.0,67.57258483700898,B
1750,78800.0,5,Locally Built,1997,Multi-Point Injected,Aspirated,2620.0,1580.0,58.0,Discs,7,14076153000.0,77.63197435640589,B
1751,186800.0,7,Locally Built,1499,Direct Injection,Turbo intercooled,2670.0,1565.0,42.0,Discs,2,11568456000.0,72.05352547606793,A
1752,209800.0,7,Locally Built,3456,Multi-Point Injected,Aspirated,2711.0653876272513,1565.0,42.0,Discs,7,12583359973.558815,79.7735460627895,B
1753,75400.0,7,Locally Built,1799,Multi-Point Injected,Aspirated,2610.0,1535.0,50.0,Discs,6,12212393640.0,85.4414875183729,B
1754,124400.0,7,Locally Built,1498,Direct Injection,Turbocharged,2700.0,1537.0,47.0,Discs,3,11840240832.0,97.29048802708387,B
1755,99800.0,7,Locally Built,2362,Multi-Point Injected,Aspirated,2711.0653876272513,1537.0,47.0,Discs,11,12583359973.558815,87.16777829016185,B
1756,155800.0,9,Official Import,1991,Direct Injection,Turbo intercooled,2840.0,1563.0,50.0,Discs,7,11950658940.0,94.57218412442293,A
1757,108800.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2810.0,1544.0,60.0,Ventilated discs,6,11989828727.0,91.2381613527049,A
1758,179800.0,7,Official Import,1332,Direct Injection,Turbo intercooled,2729.0,1567.0,43.0,Ventilated discs,5,11428594560.0,88.46675712347353,A
1759,36800.0,5,Locally Built,1799,Multi-Point Injected,Aspirated,2700.0,1499.0,50.0,Discs,14,11433649500.0,84.25613866153105,B
1760,86800.0,5,Locally Built,1799,Multi-Point Injected,Aspirated,2700.0,1547.0,47.0,Discs,6,11794387920.0,84.11181502559147,B
1761,58800.0,5,Official Import,1997,Direct Injection,Aspirated,2860.0,1547.0,60.0,Discs,10,15434646750.0,66.0852364682611,C
1762,27800.0,4,Locally Built,2362,Multi-Point Injected,Aspirated,2720.0,1550.0,70.0,Discs,17,13099875000.0,106.53628409675758,B
1763,25000.0,4,Locally Built,1498,Multi-Point Injected,Aspirated,2600.0,1550.0,41.0,Drums,10,11325566250.0,73.54531689379192,C
1764,55800.0,5,Locally Built,2494,Direct Injection,Turbo intercooled,2570.0,1470.0,70.0,Drums,13,6043344750.0,44.514270751505634,B
1765,34800.0,5,Locally Built,1597,Multi-Point Injected,Aspirated,2555.0,1490.0,40.0,Drums,4,11672659656.0,68.4707774260013,D
1766,78800.0,7,Official Import,1595,Direct Injection,Turbo intercooled,2699.0,1553.0,50.0,Discs,10,10947776080.0,83.45369924570694,A
1767,46800.0,6,Official Import,1496,Direct Injection,Aspirated,2570.0,1553.0,44.0,Discs,8,10763928000.0,78.55459544383345,B
1768,19999.0,5,Locally Built,2488,Direct Injection,Turbo intercooled,2950.0,1525.0,75.0,Drums,17,15899765000.0,53.44842829471383,C
1769,24100.0,5,Locally Built,1487,Multi-Point Injected,Aspirated,2711.0653876272513,1525.0,75.0,Drums,16,12583359973.558815,62.28952169684695,C
1770,44800.0,5,Official Import,1495,Multi-Point Injected,Aspirated,2650.0,1460.0,43.0,Drums,7,20745900000.0,73.11925222372983,D
1771,66800.0,7,Official Import,2488,Direct Injection,Turbo intercooled,3150.0,1570.0,80.0,Drums,6,17596367500.0,65.82348000258447,C
1773,100000.0,6,Official Import,1998,Direct Injection,Aspirated,2725.0,1570.0,51.0,Discs,3,12045168000.0,87.82762365064832,B
1774,21800.0,4,Locally Built,1298,Multi-Point Injected,Aspirated,2440.0,1455.0,40.0,Drums,11,9492248250.0,70.0107708878289,D
1775,69999.0,6,Official Import,1799,Direct Injection,Turbocharged,2670.0,1562.0,60.0,Discs,4,14016645566.0,81.01087482939285,D
1776,104888.0,5,Locally Built,1997,Multi-Point Injected,Aspirated,2775.0,1585.0,65.0,Discs,6,13375083750.0,75.60238025558482,B
1777,72888.0,5,Locally Built,2356,Multi-Point Injected,Aspirated,2775.0,1585.0,65.0,Discs,9,13198917500.0,83.44857183729913,B
1778,143800.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2933.0,1585.0,85.0,Ventilated discs,4,16684497816.0,79.32139735163662,A
1779,79800.0,5,Locally Built,2494,Direct Injection,Turbo intercooled,3085.0,1510.0,76.0,Drums,7,16222492000.0,60.54235862938827,B
1780,58800.0,6,Official Import,1999,Multi-Point Injected,Aspirated,2795.0,1510.0,70.0,Discs,9,12965155800.0,69.37145259617405,C
1781,99500.0,8,Parallel Import,2979,Direct Injection,Twin Turbo intercooled,2933.0,1644.0,85.0,Ventilated discs,11,16344143790.0,106.46070347562885,A
1782,65800.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2968.0,1644.0,85.0,Ventilated discs,11,13340172960.0,64.0155864036461,A
1783,193888.0,8,Parallel Import,1998,Direct Injection,Twin-scroll turbo,2975.0,1644.0,68.0,Ventilated discs,6,13637042592.0,116.4456355990943,A
1784,132800.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2933.0,1644.0,85.0,Ventilated discs,7,16684497816.0,79.32139735163662,A
1785,88900.0,8,Locally Built,1498,Direct Injection,Turbocharged,2700.0,1547.0,47.0,Discs,7,11794387920.0,98.10370639205189,B
1786,138888.0,7,Locally Built,1991,Direct Injection,Turbo intercooled,2840.0,1547.0,66.0,Discs,7,12230553720.0,93.72930568998012,A
1787,56800.0,5,Locally Built,1997,Multi-Point Injected,Aspirated,2620.0,1565.0,58.0,Discs,10,13938151500.0,75.11145570847063,B
1788,99000.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1545.0,65.0,Discs,11,15061095000.0,71.27284923696125,B
1789,129888.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2810.0,1544.0,60.0,Ventilated discs,5,11989828727.0,91.2381613527049,A
1790,163800.0,7,Official Import,1595,Direct Injection,Turbo intercooled,2699.0,1544.0,50.0,Discs,6,11781794320.0,81.41112618724559,A
1791,79888.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2810.0,1543.0,60.0,Ventilated discs,9,11966537456.0,91.84845005740527,A
1792,91800.0,8,Locally Built,1499,Direct Injection,Turbo intercooled,2810.0,1544.0,60.0,Discs,7,11989828727.0,68.80849987351378,A
1793,105800.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2968.0,1600.0,70.0,Ventilated discs,8,13343703240.0,81.2505519738585,A
1794,165888.0,7,Official Import,1991,Direct Injection,Turbo intercooled,2699.0,1569.0,56.0,Ventilated discs,6,11904592392.0,104.62636981206921,A
1795,59800.0,4,Locally Built,1998,Multi-Point Injected,Aspirated,2775.0,1569.0,70.0,Discs,10,12944268750.0,76.4344368124774,B
1796,139888.0,7,Locally Built,1991,Direct Injection,Turbo intercooled,2840.0,1569.0,66.0,Discs,7,12230553720.0,93.72930568998012,A
1797,22800.0,4,Locally Built,1495,Multi-Point Injected,Aspirated,2750.0,1475.0,42.0,Drums,12,11546509500.0,66.83971447112263,D
1798,46800.0,5,Locally Built,1997,Multi-Point Injected,Aspirated,2670.0,1500.0,50.0,Discs,11,11395873125.0,91.08003290633447,B
1799,36500.0,5,Locally Built,1799,Multi-Point Injected,Aspirated,2700.0,1499.0,50.0,Discs,14,11433649500.0,84.25613866153105,B
1800,256800.0,8,Locally Built,1991,Direct Injection,Twin-scroll turbo,2729.0,1605.0,51.0,Discs,0,13029671340.0,112.568470777426,A
1801,63800.0,4,Locally Built,2982,Direct Injection,Turbo intercooled,3085.0,1540.0,76.0,Drums,9,17952906000.0,62.540766603998,B
1802,74800.0,7,Official Import,2488,Direct Injection,Turbo intercooled,3150.0,1570.0,80.0,Drums,4,17596367500.0,65.89479471548002,B
1803,116888.0,7,Locally Built,1595,Multi-Point Injected,Aspirated,2711.0653876272513,1570.0,80.0,Drums,8,12583359973.558815,62.66069436134603,A
1804,7880.0,4,Locally Built,1584,Multi-Point Injected,Aspirated,2600.0,1475.0,60.0,Discs,19,11032122000.0,63.78893912181829,D
1805,63500.0,6,Locally Built,1998,Direct Injection,Aspirated,2700.0,1475.0,51.0,Discs,7,11728350500.0,102.18616461262154,B
1806,168800.0,7,Official Import,1595,Direct Injection,Turbo intercooled,2699.0,1569.0,51.0,Ventilated discs,4,11923458624.0,96.61237381556944,A
1807,118888.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2670.0,1561.0,51.0,Ventilated discs,6,13030471428.0,91.84845005740529,A
1808,108500.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2968.0,1600.0,70.0,Ventilated discs,8,13343703240.0,81.2505519738585,A
1809,146800.0,7,Official Import,1991,Direct Injection,Turbo intercooled,2699.0,1569.0,56.0,Ventilated discs,7,11904592392.0,104.62636981206921,A
1810,1370000.0,8,Official Import,3996,Direct Injection,Twin Turbo intercooled,2851.0,1569.0,90.0,Ventilated discs,3,13396815500.0,182.57642269933754,S
1811,50400.0,4,Locally Built,1496,Multi-Point Injected,Aspirated,2500.0,1475.0,36.0,Drums,5,10238104875.0,75.72972575545914,D
1812,29800.0,6,Locally Built,2497,Multi-Point Injected,Aspirated,2760.0,1500.0,60.0,Ventilated discs,16,11670445640.0,107.0306362922231,A
1813,193888.0,7,Official Import,1991,Direct Injection,Turbo intercooled,2729.0,1567.0,43.0,Ventilated discs,5,11428594560.0,114.88947017489869,A
1814,102888.0,7,Parallel Import,1991,Direct Injection,Turbo intercooled,2699.0,1567.0,50.0,Ventilated discs,10,10985974880.0,113.28250832170085,A
1815,83800.0,7,Locally Built,2996,Multi-Point Injected,Aspirated,3165.0,1604.0,90.0,Ventilated discs,11,14363588304.0,168.5815526683131,A
1816,239500.0,7,Parallel Import,1984,Direct Injection,Turbo intercooled,2807.0,1604.0,65.0,Discs,8,14618538312.0,99.92410827219832,S
1817,193888.0,7,Official Import,1991,Direct Injection,Turbo intercooled,2729.0,1567.0,43.0,Discs,5,11428594560.0,114.88947017489869,A
1818,118800.0,6,Parallel Import,1998,Direct Injection,Twin-scroll turbo,2660.0,1560.0,60.0,Discs,6,14652933750.0,101.10736639383727,B
1819,219800.0,8,Official Import,1998,Direct Injection,Twin-scroll turbo,2810.0,1545.0,60.0,Ventilated discs,5,11655409950.0,90.04159530217763,A
1820,65800.0,4,Locally Built,1998,Multi-Point Injected,Aspirated,2775.0,1545.0,70.0,Discs,10,12944268750.0,76.4344368124774,B
1821,105800.0,6,Locally Built,1998,Direct Injection,Aspirated,2775.0,1580.0,70.0,Discs,7,13011337500.0,84.20734167002824,B
1822,72800.0,6,Locally Built,2488,Multi-Point Injected,Aspirated,2775.0,1585.0,65.0,Discs,7,13275231750.0,85.10512696897844,C
1823,245800.0,6,Parallel Import,2493,Multi-Point Injected,Aspirated,3000.0,1575.0,65.0,Ventilated discs,3,17719762500.0,67.57258483700898,B
1824,62800.0,6,Locally Built,1799,Multi-Point Injected,Aspirated,2610.0,1535.0,50.0,Discs,8,12212393640.0,85.71599832164478,B
1825,183800.0,7,Locally Built,1991,Direct Injection,Turbo intercooled,2840.0,1535.0,66.0,Discs,7,12230553720.0,126.47605346760174,A
